,player_id,player_name,team,team_id,posiciones,partidos_jugados,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_jersey_number,club_loaned_from,club_contract_valid_until,nationality_id,nationality_name,preferred_foot,release_clause_eur,competition,tackle_success_rate,tackles_successful,interception_success_rate,interceptions,clearances,blocks,head_clearances,head_clearances_won,head_clearance_success_rate,headed_shots_total,headed_shots_after_duel,headed_shot_duel_rate,total_passes,completed_passes,incomplete_passes,passes_out,offside_passes,failed_passes,pass_completion_rate,avg_pass_length,ground_passes,low_passes,high_passes,ground_pass_percentage,low_pass_percentage,high_pass_percentage,crosses_total,crosses_completed,cutbacks_total,cutbacks_completed,switches_total,switches_completed,deflected_passes,goal_assists,key_passes,chances_created,through_balls_total,through_balls_completed,head_pass_percentage,right_foot_pass_percentage,left_foot_pass_percentage,right_foot_pass_accuracy,left_foot_pass_accuracy,passes_own_half,passes_opposition_half,passes_from_opposition_half_percentage,progressive_passes,progressive_passes_completed,progressive_passes_accuracy,passes_final_third,passes_final_third_accuracy,passes_to_box,passes_to_box_accuracy,carries,progressive_carries,progressive_carries_rate,avg_carry_distance,duels_total,duels_won,duel_success_rate,yellow_cards,red_cards,times_dribbled_past,ball_recoveries,offensive_recoveries,pressures,counterpress,dribbles_completed,dribble_success_rate,fouls_won,penalties_won,fouls_committed,penalties_conceded,minutes_played,goals_scored,shots_total,non_blocked_shots,shots_on_target,shots_off_target,blocked_shots,shot_accuracy,xg_total,avg_xg,goals_minus_xg,penalty_goals,shots_inside_box,conversion_rate_inside_box,left_foot_goal_percentage,right_foot_goal_percentage,headed_goal_percentage,free_kick_goals,saves,save_percentage,aerial_dominance_index,penalties_saved,penalty_save_percentage,keeper_sweeper,PSxG,clean_sheets,goals_conceded,psxg_minus_goals_conceded,tackles_successful_per90,interceptions_per90,clearances_per90,blocks_per90,head_clearances_per90,head_clearances_won_per90,times_dribbled_past_per90,ball_recoveries_per90,offensive_recoveries_per90,pressures_per90,counterpress_per90,total_passes_per90,completed_passes_per90,incomplete_passes_per90,passes_out_per90,offside_passes_per90,failed_passes_per90,ground_passes_per90,low_passes_per90,high_passes_per90,deflected_passes_per90,crosses_total_per90,crosses_completed_per90,cutbacks_total_per90,cutbacks_completed_per90,switches_total_per90,switches_completed_per90,through_balls_total_per90,through_balls_completed_per90,passes_own_half_per90,passes_opposition_half_per90,progressive_passes_per90,progressive_passes_completed_per90,passes_final_third_per90,passes_to_box_per90,carries_per90,progressive_carries_per90,dribbles_completed_per90,duels_total_per90,duels_won_per90,fouls_won_per90,fouls_committed_per90,penalties_won_per90,penalties_conceded_per90,penalties_saved_per90,saves_per90,keeper_sweeper_per90,shots_total_per90,non_blocked_shots_per90,shots_on_target_per90,shots_off_target_per90,blocked_shots_per90,shots_inside_box_per90,free_kick_goals_per90,goals_scored_per90,penalty_goals_per90,goal_assists_per90,key_passes_per90,chances_created_per90,goals_conceded_per90,xg_total_per90,goals_minus_xg_per90,PSxG_per90,psxg_minus_goals_conceded_per90,yellow_cards_per90,red_cards_per90,posicion_mas_jugada
318,12021,Óliver Torres Muñoz,Atlético Madrid,212,"['Right Midfield', 'Left Wing', 'Left Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Center Midfield']",21,79,87,15500000.00,80000.00,20,1994-11-10,175,63,10.00,,2018.00,45,Spain,Right,nan,Spain - La Liga,54.55,12,85.71,6,2,31,0,0,0.00,1,1,100.00,510,414,83,10,3,96,81.18,16.43,369.00,74.00,68.00,72.21,14.48,13.30,8.00,3.00,1.00,1.00,9.00,6.00,2.00,2,13,15,6.00,3.00,2.98,85.88,8.94,81.71,77.77,158.00,352.00,69.01,116,74,63.79,233,74.68,38,50.00,178,94,52.81,11.89,22,11,50.00,2,0,25,54,0,248,58,16,76.19,17,0,13,0,837,0,11,8,2,5,3,25.00,0.43,0.03,-0.44,0,4,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.29,0.64,0.21,3.33,0.00,0.00,2.68,5.80,0.00,26.66,6.23,54.83,44.51,8.92,1.07,0.32,10.32,39.67,7.95,7.31,0.21,0.86,0.32,0.10,0.10,0.96,0.64,0.64,0.32,16.98,37.84,12.47,7.95,25.05,4.08,19.13,10.10,1.72,2.36,1.18,1.82,1.39,0.00,0.00,0.00,0.00,0.00,1.18,0.86,0.21,0.53,0.32,0.43,0.00,0.00,0.00,0.21,1.39,1.61,0.00,0.04,-0.05,0.00,0.00,0.21,0.00,Right Midfield
319,12191,Gorka Elustondo Urkola,Athletic Club,215,"['Right Center Back', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Left Center Back']",11,75,75,3200000.00,50000.00,28,1987-03-18,184,79,3.00,,2017.00,45,Spain,Right,nan,Spain - La Liga,72.73,8,72.22,13,19,10,8,3,37.50,1,1,100.00,244,199,42,1,2,45,81.56,17.43,165.00,29.00,50.00,67.62,11.88,20.49,2.00,0.00,0.00,0.00,3.00,2.00,0.00,0,2,2,1.00,0.00,9.95,68.46,21.16,84.84,84.31,136.00,108.00,44.26,60,29,48.33,54,59.26,6,33.33,66,30,45.45,10.38,11,8,72.73,1,0,10,21,0,105,16,5,100.00,1,0,10,1,373,1,3,2,2,0,1,100.00,0.17,0.05,0.82,0,2,50.00,0.00,0.00,100.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.93,3.13,4.58,2.41,1.93,0.72,2.41,5.06,0.00,25.33,3.86,58.87,48.01,10.13,0.24,0.48,10.85,39.81,6.99,12.06,0.00,0.48,0.00,0.00,0.00,0.72,0.48,0.24,0.00,32.81,26.05,14.47,6.99,13.02,1.44,15.92,7.23,1.20,2.65,1.93,0.24,2.41,0.00,0.24,0.00,0.00,0.00,0.72,0.48,0.48,0.00,0.24,0.48,0.00,0.24,0.00,0.00,0.48,0.48,0.00,0.04,0.19,0.00,0.00,0.24,0.00,Right Defensive Midfield
320,12349,Wilfried Aimeric Zahibo,Valencia,207,"['Right Defensive Midfield', 'Left Defensive Midfield']",2,83,83,19000000.00,130000.00,30,1985-06-24,188,83,1.00,,2019.00,54,Brazil,Left,nan,Spain - La Liga,33.33,1,100.00,1,2,4,1,1,100.00,0,0,0.00,62,45,16,1,0,17,72.58,16.27,37.00,8.00,17.00,59.67,12.90,27.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1,1,0.00,0.00,14.28,71.42,10.71,80.00,66.66,42.00,20.00,32.25,8,5,62.50,8,87.50,0,0.00,12,6,50.00,10.01,3,1,33.33,1,0,1,13,0,24,5,0,0.00,1,0,6,0,187,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,0.48,0.48,0.96,1.92,0.48,0.48,0.48,6.25,0.00,11.55,2.40,29.83,21.65,7.70,0.48,0.00,8.18,17.80,3.85,8.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.21,9.62,3.85,2.40,3.85,0.00,5.77,2.88,0.00,1.44,0.48,0.48,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.48,0.00,Left Defensive Midfield
321,13107,Sergio Álvarez Díaz,Sporting Gijón,1041,"['Right Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']",27,75,82,5000000.00,35000.00,23,1992-01-23,182,72,6.00,,2019.00,45,Spain,Right,nan,Spain - La Liga,61.06,69,73.81,31,46,61,30,17,56.67,0,0,0.00,1092,832,221,32,7,260,76.19,18.76,717.00,132.00,251.00,65.18,12.00,22.81,9.00,3.00,4.00,2.00,27.00,19.00,1.00,2,13,15,2.00,0.00,7.21,74.03,18.46,77.40,80.72,612.00,480.00,43.95,273,145,53.11,250,58.40,34,38.24,254,127,50.00,11.17,113,66,58.41,8,1,48,129,1,637,139,25,75.76,39,0,67,0,2427,2,5,5,3,2,0,60.00,0.44,0.08,1.56,0,2,50.00,0.00,100.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,2.55,1.14,1.70,2.26,1.11,0.63,1.77,4.78,0.03,23.62,5.15,40.49,30.85,8.19,1.18,0.25,9.64,26.58,4.89,9.30,0.03,0.33,0.11,0.14,0.07,1.00,0.70,0.07,0.00,22.69,17.79,10.12,5.37,9.27,1.26,9.41,4.70,0.92,4.19,2.44,1.44,2.48,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.11,0.07,0.00,0.07,0.00,0.07,0.00,0.07,0.48,0.55,0.00,0.01,0.05,0.00,0.00,0.29,0.03,Right Defensive Midfield
322,13552,Borja Fernández Fernández,Celta Vigo,209,"['Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Defensive Midfield']",4,69,82,1600000.00,7000.00,19,1995-08-16,177,71,28.00,,2019.00,45,Spain,Right,nan,Spain - La Liga,100.00,2,100.00,2,3,4,0,0,0.00,0,0,0.00,62,46,15,1,0,16,74.19,18.75,36.00,13.00,13.00,58.06,20.96,20.96,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0,1,1,0.00,0.00,5.35,89.28,5.35,82.00,66.66,34.00,28.00,45.16,13,5,38.46,16,56.25,0,0.00,19,6,31.58,10.39,2,2,100.00,0,0,3,11,0,26,4,1,50.00,0,0,3,0,93,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.93,1.93,2.90,3.87,0.00,0.00,2.90,10.64,0.00,25.16,3.87,60.00,44.51,14.51,0.96,0.00,15.48,34.83,12.58,12.58,0.00,0.00,0.00,0.00,0.00,1.93,0.96,0.00,0.00,32.90,27.09,12.58,4.83,15.48,0.00,18.38,5.80,0.96,1.93,1.93,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Right Defensive Midfield
323,15297,Mickaël Ciani,Espanyol,214,"['Right Center Back', 'Left Center Back']",2,76,76,3400000.00,50000.00,31,1984-04-06,192,88,15.00,,2017.00,18,France,Right,nan,Spain - La Liga,75.00,3,66.67,2,6,1,3,2,66.67,0,0,0.00,95,72,18,4,1,23,75.79,20.24,55.00,11.00,30.00,57.29,11.45,31.25,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0,0,0,0.00,0.00,18.47,56.52,25.00,80.76,78.26,77.00,18.00,18.94,31,16,51.61,16,37.50,2,0.00,25,17,68.00,11.45,4,3,75.00,0,0,2,4,0,16,2,0,0.00,1,0,1,0,182,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.48,0.98,2.96,0.49,1.48,0.98,0.98,1.97,0.00,7.91,0.98,46.97,35.60,8.90,1.97,0.49,11.37,27.19,5.43,14.83,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,38.07,8.90,15.32,7.91,7.91,0.98,12.36,8.40,0.00,1.97,1.48,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Left Center Back
324,15602,Juan Carlos Valerón Santana,Las Palmas,208,"['Right Center Midfield', 'Left Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Right Defensive Midfield', 'Left Center Back', 'Right Midfield']",13,74,74,nan,15000.00,40,1975-06-17,186,76,21.00,,2016.00,45,Spain,Right,nan,Spain - La Liga,0.00,0,66.67,2,4,4,3,1,33.33,1,1,100.00,386,344,34,4,4,42,89.12,17.81,302.00,39.00,47.00,77.83,10.05,12.11,2.00,0.00,0.00,0.00,11.00,10.00,0.00,0,6,6,2.00,0.00,6.25,90.62,2.60,89.08,100.00,164.00,222.00,57.51,99,78,78.79,110,80.91,7,28.57,101,40,39.60,8.94,0,0,0.00,0,0,2,18,0,33,14,6,40.00,17,0,1,0,281,0,1,1,0,1,0,0.00,0.05,0.05,-0.05,0,1,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,0.00,0.64,1.28,1.28,0.96,0.32,0.64,5.76,0.00,10.56,4.48,123.62,110.17,10.88,1.28,1.28,13.45,96.72,12.49,15.05,0.00,0.64,0.00,0.00,0.00,3.52,3.20,0.64,0.00,52.52,71.10,31.70,24.98,35.23,2.24,32.34,12.81,1.92,0.00,0.00,5.44,0.32,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,0.00,0.32,0.00,0.00,0.00,0.00,1.92,1.92,0.00,0.01,-0.02,0.00,0.00,0.00,0.00,Left Center Midfield
325,15805,Hernán Daniel Santana Trujillo,Las Palmas,208,"['Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Back', 'Left Center Back', 'Right Midfield']",18,71,76,1900000.00,20000.00,24,1990-08-26,181,73,14.00,,2018.00,45,Spain,Right,nan,Spain - La Liga,85.71,18,68.00,17,11,9,7,1,14.29,4,0,0.00,558,474,78,6,0,84,84.95,17.53,457.00,64.00,41.00,81.31,11.38,7.29,1.00,0.00,0.00,0.00,9.00,6.00,0.00,0,1,1,2.00,0.00,3.92,82.61,13.08,87.33,84.28,353.00,205.00,36.73,92,59,64.13,76,57.89,12,16.67,155,78,50.32,11.45,21,18,85.71,4,0,17,63,1,170,47,6,50.00,17,0,21,0,1024,1,9,6,4,2,3,66.67,0.34,0.03,0.66,0,4,25.00,0.00,0.00,100.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.58,1.49,0.96,0.79,0.61,0.08,1.49,5.53,0.08,14.94,4.13,49.04,41.66,6.85,0.52,0.00,7.38,40.16,5.62,3.60,0.00,0.08,0.00,0.00,0.00,0.79,0.52,0.17,0.00,31.02,18.01,8.08,5.18,6.67,1.05,13.62,6.85,0.52,1.84,1.58,1.49,1.84,0.00,0.00,0.00,0.00,0.00,0.79,0.52,0.35,0.17,0.26,0.35,0.00,0.08,0.00,0.00,0.08,0.08,0.00,0.03,0.05,0.00,0.00,0.35,0.00,Center Defensive Midfield
326,15893,Víctor Rodríguez Romero,Getafe,216,"['Left Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Forward']",33,76,80,6500000.00,50000.00,25,1989-07-23,170,70,18.00,Elche CF,2016.00,45,Spain,Right,nan,Spain - La Liga,68.56,24,61.76,21,5,40,1,0,0.00,4,1,25.00,1036,863,158,11,4,173,83.30,15.42,782.00,159.00,101.00,75.04,15.25,9.69,25.00,8.00,3.00,2.00,13.00,10.00,1.00,1,21,22,5.00,1.00,3.47,77.10,19.03,84.96,76.64,309.00,727.00,70.17,166,115,69.28,450,73.78,97,40.21,479,279,58.25,13.21,35,24,68.56,1,0,30,135,0,549,105,34,50.75,43,0,25,0,2418,2,45,31,12,19,14,38.71,3.69,0.08,-1.69,0,27,7.41,50.00,50.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,0.89,0.78,0.18,1.48,0.03,0.00,1.11,5.02,0.00,20.43,3.90,38.56,32.12,5.88,0.40,0.14,6.43,29.10,5.91,3.75,0.03,0.93,0.29,0.11,0.07,0.48,0.37,0.18,0.03,11.50,27.05,6.17,4.28,16.74,3.61,17.82,10.38,1.26,1.30,0.89,1.60,0.93,0.00,0.00,0.00,0.00,0.00,1.67,1.15,0.44,0.70,0.52,1.00,0.00,0.07,0.00,0.03,0.78,0.81,0.00,0.13,-0.07,0.00,0.00,0.03,0.00,Center Attacking Midfield
327,16073,Aras Özbiliz,Rayo Vallecano,360,"['Left Back', 'Left Wing', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Back']",3,60,65,220000.00,3000.00,24,1991-06-28,180,70,30.00,,2021.00,45,Spain,Right,nan,Spain - La Liga,100.00,2,100.00,1,0,0,0,0,0.00,0,0,0.00,33,20,13,0,0,13,60.61,15.42,19.00,7.00,9.00,54.28,20.00,25.71,4.00,1.00,0.00,0.00,1.00,0.00,0.00,1,2,3,1.00,1.00,9.09,21.21,69.69,71.42,60.86,7.00,26.00,78.78,8,4,50.00,20,45.00,10,20.00,11,8,72.73,9.78,2,2,100.00,1,0,1,1,0,23,12,1,50.00,2,0,3,0,94,0,1,1,0,1,0,0.00,0.05,0.05,-0.05,0,1,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.91,0.95,0.00,0.00,0.00,0.00,0.95,0.95,0.00,22.02,11.48,31.59,19.14,12.44,0.00,0.00,12.44,18.19,6.70,8.61,0.00,3.82,0.95,0.00,0.00,0.95,0.00,0.95,0.95,6.70,24.89,7.65,3.82,19.14,9.57,10.53,7.65,0.95,1.91,1.91,1.91,2.87,0.00,0.00,0.00,0.00,0.00,0.95,0.95,0.00,0.95,0.00,0.95,0.00,0.00,0.00,0.95,1.91,2.87,0.00,0.05,-0.05,0.00,0.00,0.95,0.00,Center Attacking Midfield
328,16332,Ognjen Vranješ,Sporting Gijón,1041,"['Right Back', 'Left Center Back']",11,72,72,2100000.00,25000.00,27,1987-07-05,177,72,19.00,,2019.00,45,Spain,Right,nan,Spain - La Liga,54.05,20,48.15,13,54,19,33,17,51.52,0,0,0.00,383,267,104,12,0,116,69.70,16.54,149.00,84.00,151.00,38.80,21.87,39.32,10.00,2.00,2.00,0.00,5.00,0.00,0.00,0,1,1,0.00,0.00,13.18,72.52,13.91,70.20,52.63,236.00,147.00,38.38,113,63,55.75,106,63.21,19,21.05,54,28,51.85,10.28,37,19,51.35,7,1,16,25,0,177,22,4,66.67,18,0,32,1,929,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.93,1.25,5.23,1.84,3.19,1.64,1.55,2.42,0.00,17.14,2.13,37.10,25.86,10.07,1.16,0.00,11.23,14.43,8.13,14.62,0.00,0.96,0.19,0.19,0.00,0.48,0.00,0.00,0.00,22.86,14.24,10.94,6.10,10.26,1.84,5.23,2.71,0.38,3.58,1.84,1.74,3.10,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.67,0.09,Right Back
329,16338,Uche Henry Agbo,Granada,1049,"['Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Back', 'Center Defensive Midfield']",6,63,73,425000.00,3000.00,19,1995-12-04,186,73,26.00,,2018.00,133,Nigeria,Right,nan,Spain - La Liga,70.00,7,50.00,5,8,9,4,0,0.00,0,0,0.00,105,88,16,1,0,17,83.81,16.91,86.00,10.00,9.00,81.90,9.52,8.57,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0,0,0,0.00,0.00,3.92,92.15,2.94,84.04,100.00,72.00,33.00,31.42,16,11,68.75,14,64.29,3,33.33,28,12,42.86,9.72,10,7,70.00,3,0,2,13,0,57,7,1,100.00,4,0,12,0,278,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,2.26,1.61,2.58,2.91,1.29,0.00,0.64,4.20,0.00,18.45,2.26,33.99,28.48,5.17,0.32,0.00,5.50,27.84,3.23,2.91,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.00,23.30,10.68,5.17,3.56,4.53,0.97,9.06,3.88,0.32,3.23,2.26,1.29,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,Center Defensive Midfield
330,16426,Wanderson Maciel Sousa Campos,Getafe,216,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Wing', 'Right Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Center Forward', 'Left Defensive Midfield']",20,61,67,275000.00,4000.00,21,1994-01-21,175,78,33.00,,2021.00,54,Brazil,Right,nan,Spain - La Liga,55.00,11,40.00,4,7,20,2,1,50.00,0,0,0.00,261,193,60,7,1,68,73.95,14.95,185.00,30.00,47.00,70.61,11.45,17.93,20.00,5.00,1.00,1.00,8.00,3.00,0.00,0,7,7,3.00,1.00,3.93,86.22,9.05,74.88,73.91,78.00,183.00,70.11,48,25,52.08,121,61.16,36,25.00,181,118,65.19,15.80,20,10,50.00,2,0,7,54,1,191,32,31,65.95,22,0,22,1,557,0,24,13,3,10,11,23.08,1.22,0.05,-1.23,0,9,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.77,0.64,1.13,3.23,0.32,0.16,1.13,8.72,0.16,30.86,5.17,42.17,31.18,9.69,1.13,0.16,10.98,29.89,4.84,7.59,0.00,3.23,0.80,0.16,0.16,1.29,0.48,0.48,0.16,12.60,29.56,7.75,4.03,19.55,5.81,29.24,19.06,5.00,3.23,1.61,3.55,3.55,0.00,0.16,0.00,0.00,0.00,3.87,2.10,0.48,1.61,1.77,1.45,0.00,0.00,0.00,0.00,1.13,1.13,0.00,0.19,-0.20,0.00,0.00,0.32,0.00,Left Wing
331,16456,Enzo Pablo Roco Roco,Espanyol,214,"['Left Center Back', 'Center Back', 'Left Midfield', 'Left Back', 'Left Wing', 'Right Center Back', 'Left Center Midfield']",33,74,81,4100000.00,30000.00,22,1992-08-16,189,82,6.00,CD O'Higgins,2016.00,55,Chile,Right,nan,Spain - La Liga,50.00,16,68.63,35,147,48,81,30,37.04,8,6,75.00,976,792,164,15,5,184,81.15,24.35,609.00,103.00,272.00,61.89,10.46,27.64,6.00,1.00,2.00,2.00,52.00,44.00,0.00,0,2,2,1.00,0.00,7.88,69.64,22.04,85.01,76.32,844.00,132.00,13.52,267,142,53.18,122,45.90,22,22.73,247,123,49.80,12.47,32,15,46.88,9,0,20,70,0,241,40,6,75.00,10,0,39,3,2418,2,11,9,2,7,2,22.22,1.01,0.09,0.99,0,11,18.18,0.00,0.00,100.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,0.59,1.30,5.47,1.78,3.01,1.11,0.74,2.60,0.00,8.97,1.48,36.32,29.47,6.10,0.55,0.18,6.84,22.66,3.83,10.12,0.00,0.22,0.03,0.07,0.07,1.93,1.63,0.03,0.00,31.41,4.91,9.93,5.28,4.54,0.81,9.19,4.57,0.22,1.19,0.55,0.37,1.45,0.00,0.11,0.00,0.00,0.00,0.40,0.33,0.07,0.26,0.07,0.40,0.00,0.07,0.00,0.00,0.07,0.07,0.00,0.03,0.03,0.00,0.00,0.33,0.00,Left Center Back
332,16539,Diego Antonio Reyes Rosales,Real Sociedad,210,"['Right Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Left Defensive Midfield']",27,75,83,5500000.00,30000.00,22,1992-09-19,189,74,23.00,FC Porto,2016.00,83,Mexico,Right,nan,Spain - La Liga,66.06,37,69.44,50,115,48,67,34,50.75,5,4,80.00,1069,885,168,16,0,184,82.79,23.05,726.00,108.00,245.00,67.28,10.00,22.70,5.00,4.00,0.00,0.00,54.00,46.00,1.00,0,5,5,0.00,0.00,7.96,78.46,13.17,86.71,86.56,848.00,221.00,20.67,244,136,55.74,151,66.23,13,53.85,323,156,48.30,11.61,56,37,66.06,4,1,16,88,0,241,49,15,83.33,16,0,23,0,2419,2,11,9,2,7,2,22.22,1.54,0.14,0.46,0,9,22.22,0.00,50.00,50.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.37,1.86,4.27,1.78,2.49,1.26,0.59,3.27,0.00,8.96,1.82,39.77,32.92,6.25,0.59,0.00,6.84,27.01,4.01,9.11,0.03,0.18,0.14,0.00,0.00,2.00,1.71,0.00,0.00,31.55,8.22,9.07,5.05,5.61,0.48,12.01,5.80,0.55,2.08,1.37,0.59,0.85,0.00,0.00,0.00,0.00,0.00,0.40,0.33,0.07,0.26,0.07,0.33,0.00,0.07,0.00,0.00,0.18,0.18,0.00,0.05,0.01,0.00,0.00,0.14,0.03,Right Center Back
333,16622,Mikel González de Martín Martínez,Real Sociedad,210,"['Left Center Back', 'Right Center Back', 'Right Defensive Midfield']",19,77,77,5000000.00,50000.00,29,1985-09-24,190,79,3.00,,2017.00,45,Spain,Right,nan,Spain - La Liga,53.57,15,53.12,17,104,33,52,19,36.54,1,0,0.00,563,449,101,13,0,114,79.75,22.16,368.00,63.00,135.00,65.01,11.13,23.85,4.00,1.00,0.00,0.00,16.00,13.00,0.00,0,1,1,0.00,0.00,8.47,73.29,17.86,82.41,78.35,480.00,83.00,14.74,154,83,53.90,78,55.13,11,27.27,195,113,57.95,12.65,28,15,53.57,1,0,14,47,0,139,20,5,83.33,5,0,21,0,1575,0,5,4,0,4,1,0.00,0.28,0.05,-0.29,0,3,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,0.85,0.97,5.94,1.88,2.97,1.08,0.80,2.68,0.00,7.94,1.14,32.17,25.65,5.77,0.74,0.00,6.51,21.02,3.60,7.71,0.00,0.22,0.05,0.00,0.00,0.91,0.74,0.00,0.00,27.42,4.74,8.80,4.74,4.45,0.62,11.14,6.45,0.28,1.60,0.85,0.28,1.20,0.00,0.00,0.00,0.00,0.00,0.28,0.22,0.00,0.22,0.05,0.17,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.01,-0.02,0.00,0.00,0.05,0.00,Right Center Back
334,16723,Egor Filipenko,Málaga,223,"['Right Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Left Midfield']",8,73,76,2900000.00,40000.00,27,1988-04-10,194,84,21.00,,2017.00,6,Belarus,Right,nan,Spain - La Liga,66.67,8,40.90,9,36,16,15,8,53.33,4,3,75.00,179,132,41,5,1,47,73.73,21.35,106.00,23.00,50.00,59.21,12.84,27.93,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0,0,0,1.00,0.00,12.71,69.36,17.91,79.16,64.51,133.00,46.00,25.69,56,29,51.79,37,56.76,5,20.00,38,15,39.47,10.93,12,8,66.67,1,0,4,19,0,56,8,0,0.00,5,0,3,0,556,0,8,5,0,5,3,0.00,0.42,0.05,-0.42,0,5,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0,0.00,1.29,1.45,5.82,2.58,2.42,1.29,0.64,3.07,0.00,9.06,1.29,28.97,21.36,6.63,0.80,0.16,7.60,17.15,3.72,8.09,0.00,0.00,0.00,0.00,0.00,0.32,0.16,0.16,0.00,21.52,7.44,9.06,4.69,5.98,0.80,6.15,2.42,0.00,1.94,1.29,0.80,0.48,0.00,0.00,0.00,0.00,0.00,1.29,0.80,0.00,0.80,0.48,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,-0.07,0.00,0.00,0.16,0.00,Left Center Back
