player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_jersey_number,club_loaned_from,club_contract_valid_until,nationality_id,nationality_name,preferred_foot,release_clause_eur,competicion
6321,Milos Veljkovic,Werder Bremen,176,"['Left Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",3,67,72,800000.0,9000.0,25,1990-06-09,196,90,15.0,,2016.0,10,Croatia,Right,,Germany - 1. Bundesliga
6322,Niklas Süle,Hoffenheim,175,"['Left Center Back', 'Center Back', 'Right Center Back']",33,78,88,10500000.0,35000.0,19,1995-09-03,195,93,25.0,,2019.0,21,Germany,Right,,Germany - 1. Bundesliga
6324,Leon Goretzka,Schalke 04,181,"['Left Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Wing Back', 'Left Center Back']",25,74,84,5500000.0,45000.0,20,1995-02-06,189,79,8.0,,2018.0,21,Germany,Right,,Germany - 1. Bundesliga
6330,Adnan Januzaj,Borussia Dortmund,180,"['Right Wing', 'Left Wing', 'Center Forward', 'Right Midfield']",6,75,86,7000000.0,45000.0,20,1995-02-05,182,75,9.0,Manchester United,2016.0,7,Belgium,Left,,Germany - 1. Bundesliga
6339,Gotoku Sakai,Hamburger SV,171,"['Left Back', 'Right Back']",22,72,72,1700000.0,25000.0,28,1987-01-26,185,84,40.0,,2016.0,51,Serbia,Right,,Germany - 1. Bundesliga
6359,Johan Danon Djourou-Gbadjere,Hamburger SV,171,['Right Center Back'],26,76,76,4100000.0,60000.0,28,1987-01-18,191,87,5.0,,2016.0,47,Switzerland,Right,,Germany - 1. Bundesliga
6717,Johannes Geis,Schalke 04,181,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield']",28,79,86,12500000.0,80000.0,21,1993-08-17,181,81,5.0,,2019.0,21,Germany,Right,,Germany - 1. Bundesliga
6924,Alejandro Gálvez Jimena,Werder Bremen,176,"['Left Center Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Center Back', 'Center Back', 'Right Center Midfield']",21,76,79,5500000.0,60000.0,26,1989-06-06,190,79,4.0,,2017.0,45,Spain,Right,,Germany - 1. Bundesliga
6925,Jairo Samperio Bustara,FSV Mainz 05,177,"['Left Wing', 'Left Midfield', 'Right Center Forward', 'Right Wing', 'Center Forward', 'Left Wing Back', 'Right Midfield', 'Right Wing Back', 'Left Attacking Midfield', 'Center Attacking Midfield']",31,74,80,4600000.0,30000.0,21,1993-07-11,172,69,17.0,,2018.0,45,Spain,Right,,Germany - 1. Bundesliga
7016,Benedikt Höwedes,Schalke 04,181,"['Center Defensive Midfield', 'Right Center Back', 'Center Back', 'Left Center Back', 'Left Center Forward', 'Right Back']",15,83,84,21500000.0,150000.0,27,1988-02-29,187,82,4.0,,2017.0,21,Germany,Right,,Germany - 1. Bundesliga
7039,Hakan Çalhanoğlu,Bayer Leverkusen,904,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Center Forward', 'Right Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Right Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Left Center Midfield']",31,79,84,14000000.0,80000.0,21,1994-02-08,178,76,10.0,,2019.0,48,Turkey,Right,,Germany - 1. Bundesliga
7594,Mart Ristl,VfB Stuttgart,174,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",3,58,74,230000.0,2000.0,18,1996-07-07,180,74,27.0,,2018.0,21,Germany,Right,,Germany - 1. Bundesliga
7846,Luc Castaignos,Eintracht Frankfurt,184,"['Left Center Forward', 'Left Midfield', 'Center Forward', 'Right Center Forward', 'Left Wing']",19,75,80,5500000.0,35000.0,22,1992-09-27,188,78,30.0,,2018.0,34,Netherlands,Right,,Germany - 1. Bundesliga
7852,Tim Matavž,Augsburg,172,"['Center Forward', 'Right Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield']",11,72,75,2700000.0,30000.0,26,1989-01-13,188,81,23.0,,2019.0,44,Slovenia,Right,,Germany - 1. Bundesliga
8060,Klaas-Jan Huntelaar,Schalke 04,181,"['Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Attacking Midfield']",31,82,82,17500000.0,140000.0,31,1983-08-12,186,83,25.0,,2017.0,34,Netherlands,Right,,Germany - 1. Bundesliga
8206,Arturo Erasmo Vidal Pardo,Bayern Munich,169,"['Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Back', 'Left Midfield']",30,86,86,37500000.0,220000.0,28,1987-05-22,180,75,23.0,,2019.0,55,Chile,Right,,Germany - 1. Bundesliga
8207,Dominik Kohr,Augsburg,172,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Wing Back', 'Right Back']",31,72,77,2400000.0,20000.0,21,1994-01-31,183,75,21.0,,2019.0,21,Germany,Right,,Germany - 1. Bundesliga
8208,Sven Ulreich,Bayern Munich,169,['Goalkeeper'],1,77,79,7000000.0,90000.0,26,1988-08-03,192,84,26.0,,2018.0,21,Germany,Right,,Germany - 1. Bundesliga
8209,Márcio Rafael Ferreira de Souza,Bayern Munich,169,"['Right Back', 'Right Center Back', 'Left Back', 'Left Center Back', 'Right Wing Back']",25,78,78,6000000.0,80000.0,29,1985-09-07,172,68,13.0,,2017.0,54,Brazil,Right,,Germany - 1. Bundesliga
8210,Charles Mariano Aránguiz Sandoval,Bayer Leverkusen,904,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield']",7,78,81,10000000.0,80000.0,26,1989-04-17,171,70,20.0,,2020.0,55,Chile,Right,,Germany - 1. Bundesliga
8211,Benjamin Henrichs,Bayer Leverkusen,904,"['Center Attacking Midfield', 'Left Wing', 'Right Back', 'Left Back']",9,58,75,250000.0,2000.0,18,1997-02-23,182,78,39.0,,2021.0,21,Germany,Right,,Germany - 1. Bundesliga
8212,Wendell Nascimento Borges,Bayer Leverkusen,904,"['Left Back', 'Right Back']",28,77,85,9000000.0,60000.0,21,1993-07-20,176,66,18.0,,2019.0,54,Brazil,Left,,Germany - 1. Bundesliga
8213,Karim Bellarabi,Bayer Leverkusen,904,"['Right Wing', 'Right Midfield', 'Left Midfield', 'Left Center Forward', 'Right Center Forward', 'Left Wing']",33,83,85,27500000.0,110000.0,25,1990-04-08,183,80,38.0,,2020.0,21,Germany,Right,,Germany - 1. Bundesliga
8215,Kevin Volland,Hoffenheim,175,"['Left Center Forward', 'Right Center Forward', 'Right Wing Back', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Center Forward', 'Right Center Midfield', 'Left Midfield', 'Left Wing', 'Left Wing Back', 'Left Attacking Midfield']",33,80,85,19000000.0,50000.0,22,1992-07-30,179,82,31.0,,2019.0,21,Germany,Left,,Germany - 1. Bundesliga
8216,Sven Bender,Borussia Dortmund,180,"['Center Defensive Midfield', 'Center Attacking Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Center Back', 'Right Back']",19,80,81,13500000.0,110000.0,26,1989-04-27,186,80,6.0,,2017.0,21,Germany,Right,,Germany - 1. Bundesliga
8217,Kingsley Coman,Bayern Munich,169,"['Right Center Midfield', 'Left Wing Back', 'Right Wing Back', 'Right Wing', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Center Forward']",23,69,79,1500000.0,15000.0,19,1996-06-13,178,71,29.0,Juventus,2017.0,18,France,Right,,Germany - 1. Bundesliga
8218,Arjen Robben,Bayern Munich,169,"['Right Midfield', 'Right Wing Back', 'Right Center Midfield', 'Left Center Midfield', 'Right Wing']",15,90,90,56000000.0,250000.0,31,1984-01-23,180,80,10.0,,2017.0,34,Netherlands,Left,,Germany - 1. Bundesliga
8219,Admir Mehmedi,Bayer Leverkusen,904,"['Left Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Wing']",28,77,82,9500000.0,70000.0,24,1991-03-16,183,80,14.0,,2019.0,47,Switzerland,Right,,Germany - 1. Bundesliga
8220,David Olatukunbo Alaba,Bayern Munich,169,"['Left Back', 'Left Center Back', 'Center Back']",30,85,88,35500000.0,160000.0,23,1992-06-24,180,76,27.0,,2018.0,4,Austria,Left,,Germany - 1. Bundesliga
8221,Jonathan Tah,Bayer Leverkusen,904,['Right Center Back'],29,73,86,4500000.0,35000.0,19,1996-02-11,194,98,4.0,,2020.0,21,Germany,Right,,Germany - 1. Bundesliga
8222,Kevin Kampl,Bayer Leverkusen,904,"['Right Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield']",23,77,81,9000000.0,60000.0,24,1990-10-09,178,65,44.0,,2020.0,44,Slovenia,Right,,Germany - 1. Bundesliga
8223,Franck Bilal Ribéry,Bayern Munich,169,"['Left Wing', 'Left Midfield', 'Left Center Midfield', 'Left Attacking Midfield', 'Right Wing']",13,87,87,34000000.0,190000.0,32,1983-04-07,170,72,7.0,,2017.0,18,France,Right,,Germany - 1. Bundesliga
8225,Roman Bürki,Borussia Dortmund,180,['Goalkeeper'],33,80,84,16000000.0,90000.0,24,1990-11-14,187,85,38.0,,2019.0,47,Switzerland,Right,,Germany - 1. Bundesliga
8227,Mario Götze,Bayern Munich,169,"['Left Midfield', 'Center Attacking Midfield', 'Right Wing Back', 'Right Center Midfield', 'Center Forward', 'Left Wing', 'Right Wing', 'Left Center Midfield', 'Right Attacking Midfield', 'Right Defensive Midfield', 'Right Midfield']",14,84,88,38000000.0,170000.0,23,1992-06-03,176,72,19.0,,2017.0,21,Germany,Right,,Germany - 1. Bundesliga
8230,Josuha Guilavogui,Wolfsburg,179,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Back']",30,78,81,9000000.0,80000.0,24,1990-09-19,188,77,23.0,Atlético de Madrid,2016.0,18,France,Right,,Germany - 1. Bundesliga
8231,Yannick Gerhardt,FC Köln,186,"['Left Center Midfield', 'Left Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Attacking Midfield', 'Left Wing Back']",29,72,81,3200000.0,20000.0,21,1994-03-13,184,81,31.0,,2018.0,21,Germany,Left,,Germany - 1. Bundesliga
8232,Nuri Şahin,Borussia Dortmund,180,"['Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield']",9,81,83,19500000.0,120000.0,26,1988-09-05,180,73,18.0,,2018.0,48,Turkey,Left,,Germany - 1. Bundesliga
8233,Gonzalo Castro Randon,Borussia Dortmund,180,"['Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Wing', 'Center Attacking Midfield']",25,81,81,16000000.0,110000.0,28,1987-06-11,172,74,27.0,,2019.0,21,Germany,Right,,Germany - 1. Bundesliga
8235,Maximilian Arnold,Wolfsburg,179,"['Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Center Forward', 'Left Midfield']",31,77,84,9500000.0,70000.0,21,1994-05-27,184,74,27.0,,2017.0,21,Germany,Left,,Germany - 1. Bundesliga
8237,Paul Verhaegh,Augsburg,172,"['Right Back', 'Right Wing Back']",25,77,77,4400000.0,50000.0,31,1983-09-01,178,74,2.0,,2018.0,34,Netherlands,Right,,Germany - 1. Bundesliga
8238,Mahmoud Dahoud,Borussia Mönchengladbach,185,"['Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield']",32,60,76,350000.0,3000.0,19,1996-01-01,177,67,8.0,,2018.0,21,Germany,Right,,Germany - 1. Bundesliga
8239,Robin Knoche,Wolfsburg,179,"['Left Center Back', 'Right Defensive Midfield', 'Right Center Back']",11,76,80,6000000.0,80000.0,23,1992-05-22,190,77,31.0,,2017.0,21,Germany,Right,,Germany - 1. Bundesliga
8240,Koen Casteels,Wolfsburg,179,['Goalkeeper'],13,73,78,3300000.0,50000.0,23,1992-06-25,197,86,28.0,,2018.0,7,Belgium,Left,,Germany - 1. Bundesliga
